locationid,Applicant,FacilityType,cnn,LocationDescription,Address,blocklot,block,lot,permit,Status,FoodItems,X,Y,Latitude,Longitude,Schedule,NOISent,Approved,Received,PriorPermit,ExpirationDate,Location
632878,Singh Brothers Ice Cream,Truck,10327000,PENINSULA AVE: BLANKEN AVE to LATHROP AVE (300 - 399),360 PENINSULA AVE,5083009,5083,9,15MFF-0083,APPROVED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,6012192.793,2086872.475,37.71084128,-122.3996426,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0083&ExportPDF=1&Filename=15MFF-0083_schedule.pdf,,3/17/15 11:40,Mar 17 2015 11:13AM,1,3/15/16 0:00,"(37.7108412974331, -122.399642614953)"
641304,Anas Goodies Catering,Truck,10332000,PENNSYLVANIA AVE: MARIPOSA ST to I-280 S OFF RAMP (200 - 256),208 PENNSYLVANIA AVE,4000053,4000,53,15MFF-0117,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6014208.711,2105996.092,37.76346296,-122.3940129,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0117&ExportPDF=1&Filename=15MFF-0117_schedule.pdf,,5/7/15 12:58,Apr  9 2015  4:06PM,1,3/15/16 0:00,"(37.7634629737033, -122.394012947367)"
641315,Anas Goodies Catering,Truck,10336000,PENNSYLVANIA AVE: 22ND ST to 23RD ST (700 - 899),700 PENNSYLVANIA AVE,4167010,4167,10,15MFF-0117,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6014294.444,2103612.775,37.75692365,-122.3935496,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0117&ExportPDF=1&Filename=15MFF-0117_schedule.pdf,,5/7/15 12:58,Apr  9 2015  4:06PM,1,3/15/16 0:00,"(37.7569236675372, -122.393549610526)"
641332,Anas Goodies Catering,Truck,10337002,PENNSYLVANIA AVE: I-280 S OFF RAMP to 25TH ST (1050 - 1099),1082 PENNSYLVANIA AVE,4224095,4224,95,15MFF-0117,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6014413.787,2102312.799,37.75336083,-122.3930459,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0117&ExportPDF=1&Filename=15MFF-0117_schedule.pdf,,5/7/15 12:58,Apr  9 2015  4:06PM,1,3/15/16 0:00,"(37.7533608432616, -122.393045920788)"
627858,BHUK Burger,Truck,10390000,PHELAN AVE: GENEVA AVE \ OCEAN AVE to JUDSON AVE (1 - 199),11 PHELAN AVE,3180001,3180,1,15MFF-0042,APPROVED,Pakistani Indian food: and salad: cold and hot drinks: Pakistani soft drinks: Sohan halva: Pakistani Indian desserts: and fruit dessert,5996539.936,2092561.48,37.72557699,-122.4541528,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0042&ExportPDF=1&Filename=15MFF-0042_schedule.pdf,,6/1/15 12:30,Mar  9 2015 12:30PM,0,3/15/16 0:00,"(37.7255770062321, -122.454152837658)"
632708,Park's Catering,Truck,10397000,PHELPS ST: FAIRFAX AVE to GALVEZ AVE (500 - 599),525 PHELPS ST,5242015,5242,15,15MFF-0079,APPROVED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,6015469.672,2098066.746,37.74176065,-122.389098,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0079&ExportPDF=1&Filename=15MFF-0079_schedule.pdf,,3/17/15 7:45,Mar 16 2015  2:51PM,1,3/15/16 0:00,"(37.7417606634833, -122.389097970185)"
627142,Senor Sisig,Truck,10456000,PINE ST: SANSOME ST to CENTURY PL (300 - 340),300 PINE ST,260005,260,5,15MFF-0030,APPROVED,Filipino fusion food: tacos: burritos: nachos: rice plates. Various beverages.,,,,,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0030&ExportPDF=1&Filename=15MFF-0030_schedule.pdf,,3/17/15 12:35,Mar  5 2015 11:44AM,0,3/15/16 0:00,
627431,Philz Coffee Truck,Truck,10456000,PINE ST: SANSOME ST to CENTURY PL (300 - 340),301 PINE ST,268001,268,1,15MFF-0038,APPROVED,Hot coffee: iced coffee: hot chocolate: tea: pastries,6012318.456,2116367.149,37.79183426,-122.4012796,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0038&ExportPDF=1&Filename=15MFF-0038_schedule.pdf,,3/6/15 12:48,Mar  6 2015 10:05AM,0,3/15/16 0:00,"(37.7918342768248, -122.401279616586)"
629891,John's Catering #5,Truck,10460000,PINE ST: MONTGOMERY ST to BELDEN ST (400 - 489),555 CALIFORNIA ST,259026,259,26,15MFF-0050,APPROVED,Cold Truck: Soda:Chips:Candy: Cold/Hot Sandwiches: Donuts.  (Pitco Wholesale),6011684.218,2116535.691,37.79226163,-122.403486,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0050&ExportPDF=1&Filename=15MFF-0050_schedule.pdf,,3/12/15 13:35,Mar 11 2015  1:56PM,1,3/15/16 0:00,"(37.7922616479464, -122.403485955382)"
633617,"Casey's Pizza, LLC",Truck,10624001,POST ST: MONTGOMERY ST to LICK PL (1 - 40),1 POST ST,311015,311,15,15MFF-0097,APPROVED,Artisan Pizzas (Margherita: Yukon Potato: Zoe's Pepperoni: Funghi: Brocolli Rabe: Bacon Kale:  Arugula) and Drinks.,6011921.732,2115262.393,37.78877872,-122.4025746,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0097&ExportPDF=1&Filename=15MFF-0097_schedule.pdf,,3/19/15 15:26,Mar 19 2015  3:19PM,0,3/15/16 0:00,"(37.7887787371503, -122.402574568401)"
632688,"San Francisco Carts & Concessions, Inc. DBA Stanley's Steamers Hot Dogs",Push Cart,10625000,POST ST: KEARNY ST to ROBERT KIRK LN (100 - 140),100 POST ST,294004,294,4,15MFF-0078,APPROVED,Hot dogs: condiments: soft pretzels: soft drinks: coffee: cold beverages: pastries: bakery goods: cookies: ice cream: candy: soups: churros: chestnuts: nuts: fresh fruit: fruit juices: desserts: potato chips and popcorn.,6011057.082,2115445.537,37.78923328,-122.4055791,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0078&ExportPDF=1&Filename=15MFF-0078_schedule.pdf,,3/18/15 11:57,Mar 16 2015  2:47PM,1,3/15/16 0:00,"(37.789233296668, -122.4055790542)"
632069,"San Francisco Carts & Concessions, Inc. DBA Stanley's Steamers Hot Dogs",Push Cart,10628000,POST ST: STOCKTON ST to POWELL ST (300 - 399),345 STOCKTON ST,295016,295,16,15MFF-0070,APPROVED,Hot dogs: condiments: soft pretzels: soft drinks: coffee: cold beverages: pastries: bakery goods: cookies: ice cream: candy: soups: churros: chestnuts: nuts: fresh fruit: fruit juices: desserts: potato chips and popcorn.,6010587.529,2115337.419,37.78891015,-122.407196,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0070&ExportPDF=1&Filename=15MFF-0070_schedule.pdf,,3/18/15 11:58,Mar 16 2015 11:54AM,1,3/15/16 0:00,"(37.7889101633426, -122.407196034112)"
631763,Steve's Mobile Deli,Truck,10658000,POTRERO AVE: 10TH ST \ BRANNAN ST \ DIVISION ST to ALAMEDA ST (1 - 99),66 POTRERO AVE,3906004,3906,4,15MFF-0064,APPROVED,Cold Truck: Pre-packaged sandwiches: Burgers: Hot Dogs: Muffin Sandwiches: Enchiladas: Bagels: Burritos: Salads: Snacks: Beverages,6010061.632,2107930.589,37.76854329,-122.4084929,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0064&ExportPDF=1&Filename=15MFF-0064_schedule.pdf,,3/13/15 13:40,Mar 13 2015  1:36PM,1,3/15/16 0:00,"(37.7685433028161, -122.408492892429)"
645790,Natan's Catering,Truck,10658000,POTRERO AVE: 10TH ST \ BRANNAN ST \ DIVISION ST to ALAMEDA ST (1 - 99),66 POTRERO AVE,3906004,3906,4,15MFF-0119,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6010061.632,2107930.589,37.76854329,-122.4084929,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0119&ExportPDF=1&Filename=15MFF-0119_schedule.pdf,,4/16/15 10:44,Apr 16 2015 10:37AM,1,3/15/16 0:00,"(37.7685433028161, -122.408492892429)"
639713,May Catering,Truck,10659000,POTRERO AVE: ALAMEDA ST to 15TH ST (100 - 199),100 POTRERO AVE,3920001,3920,1,15MFF-0116,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6010116.912,2107759.235,37.76807589,-122.4082896,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0116&ExportPDF=1&Filename=15MFF-0116_schedule.pdf,,4/7/15 14:40,Apr  7 2015  2:31PM,1,3/15/16 0:00,"(37.768075899745, -122.408289595277)"
639681,May Catering,Truck,10672000,POTRERO AVE: 24TH ST to 25TH ST (1200 - 1299),1200 POTRERO AVE,4265026,4265,26,15MFF-0116,APPROVED,Cold Truck: Sandwiches: fruit: snacks: candy: hot and cold drinks,6010430.557,2102108.308,37.75257727,-122.4068064,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0116&ExportPDF=1&Filename=15MFF-0116_schedule.pdf,,4/7/15 14:40,Apr  7 2015  2:31PM,1,3/15/16 0:00,"(37.7525772838787, -122.406806417142)"
627751,BH & MT LLC,Truck,10770000,PRESIDIO AVE: POST ST to GEARY BLVD (900 - 999),949 PRESIDIO AVE,1072001,1072,1,15MFF-0040,APPROVED,Cold Truck: Breakfast: Sandwiches: Salads: Pre-Packaged Snacks: Beverages,5999130.566,2113756.702,37.78392207,-122.4467216,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0040&ExportPDF=1&Filename=15MFF-0040_schedule.pdf,,3/9/15 11:04,Mar  9 2015 10:54AM,1,3/15/16 0:00,"(37.7839220838884, -122.446721633162)"
631465,Liang Bai Ping,Truck,10808000,QUESADA AVE: ARELIOUS WALKER DR to GRIFFITH ST (1000 - 1099),1031 QUESADA AVE,4764 001,4764,1,15MFF-0061,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,6018280.048,2092193.457,37.72578914,-122.3789727,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0061&ExportPDF=1&Filename=15MFF-0061_schedule.pdf,,3/12/15 15:40,Mar 12 2015  3:33PM,1,3/15/16 0:00,"(37.7257891536457, -122.378972719614)"
632872,Singh Brothers Ice Cream,Truck,10810000,QUESADA AVE: CRISP RD to HAWES ST (1170 - 1199),1191 QUESADA AVE,4763042,4763,42,15MFF-0083,APPROVED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,6017387.966,2092923.508,37.72774449,-122.3821074,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0083&ExportPDF=1&Filename=15MFF-0083_schedule.pdf,,3/17/15 11:40,Mar 17 2015 11:13AM,1,3/15/16 0:00,"(37.7277445045325, -122.382107375232)"
645806,Natan's Catering,Truck,10827000,QUINT ST: ARTHUR AVE to CUSTER AVE (1 - 199),50 QUINT ST,5201001,5201,1,15MFF-0119,APPROVED,Burgers: melts: hot dogs: burritos:sandwiches: fries: onion rings: drinks,6015535.265,2099780.721,37.74647051,-122.3889908,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0119&ExportPDF=1&Filename=15MFF-0119_schedule.pdf,,4/16/15 10:44,Apr 16 2015 10:37AM,1,3/15/16 0:00,"(37.7464705204604, -122.388990808645)"
632700,Park's Catering,Truck,10927000,RANKIN ST: DAVIDSON AVE to EVANS AVE (200 - 299),220 RANKIN ST,5215016,5215,16,15MFF-0079,APPROVED,Cold Truck: Hamburger: cheeseburgers: hot dogs: hot sandwiches: cold sandwiches: egg muffins: cup of noodles: corn dogs: canned soup: coffee: hot cocoa: hot tea: gatorade: juice: milk: soda: water: fruits: fruit salad: rice pudding: yogurt: candy bars: chips: cookies: donuts: granola bars: muffins,6014805.514,2099795.201,37.74646979,-122.3915152,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0079&ExportPDF=1&Filename=15MFF-0079_schedule.pdf,,3/17/15 7:45,Mar 16 2015  2:51PM,1,3/15/16 0:00,"(37.7464698019281, -122.391515238762)"
629896,John's Catering #5,Truck,10955000,REDWOOD ST: POLK ST to VAN NESS AVE (100 - 199),180 REDWOOD ST,766013,766,13,15MFF-0050,APPROVED,Cold Truck: Soda:Chips:Candy: Cold/Hot Sandwiches: Donuts.  (Pitco Wholesale),6006844.538,2112471.764,37.78083158,-122.4199429,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0050&ExportPDF=1&Filename=15MFF-0050_schedule.pdf,,3/12/15 13:35,Mar 11 2015  1:56PM,1,3/15/16 0:00,"(37.7808315906918, -122.419942864672)"
631444,Liang Bai Ping,Truck,10972000,REVERE AVE: GRIFFITH ST to CRISP RD (1100 - 1188),1145 REVERE AVE,4786077,4786,77,15MFF-0061,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,6017482.212,2092501.331,37.72659048,-122.3817522,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0061&ExportPDF=1&Filename=15MFF-0061_schedule.pdf,,3/12/15 15:40,Mar 12 2015  3:33PM,1,3/15/16 0:00,"(37.7265904933519, -122.381752211396)"
631463,Liang Bai Ping,Truck,10972000,REVERE AVE: GRIFFITH ST to CRISP RD (1100 - 1188),1160 REVERE AVE,4763050,4763,50,15MFF-0061,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,6017468.62,2092735.972,37.72723401,-122.3818155,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0061&ExportPDF=1&Filename=15MFF-0061_schedule.pdf,,3/12/15 15:40,Mar 12 2015  3:33PM,1,3/15/16 0:00,"(37.7272340213278, -122.38181551186)"
631464,Liang Bai Ping,Truck,10972000,REVERE AVE: GRIFFITH ST to CRISP RD (1100 - 1188),1135 REVERE AVE,4786051,4786,51,15MFF-0061,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,6017542.344,2092456.505,37.72647072,-122.3815412,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0061&ExportPDF=1&Filename=15MFF-0061_schedule.pdf,,3/12/15 15:40,Mar 12 2015  3:33PM,1,3/15/16 0:00,"(37.7264707300786, -122.381541219148)"
631165,Tres Agaves Mexican Kitchen & Tequila Lounge LLC. dba Tres Truck,Truck,10995000,RHODE ISLAND ST: 16TH ST to 17TH ST (300 - 399),301 RHODE ISLAND ST,3956025,3956,25,15MFF-0060,APPROVED,Multiple Trucks - Everything,6011875.761,2106770.632,37.76545974,-122.4021364,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0060&ExportPDF=1&Filename=15MFF-0060_schedule.pdf,,3/12/15 14:51,Mar 12 2015  2:42PM,0,3/15/16 0:00,"(37.7654597512631, -122.402136376169)"
631752,Steve's Mobile Deli,Truck,11089000,RIZAL ST: TANDANG SORA to LAPU-LAPU ST (11 - 51),50 RIZAL ST,3751169,3751,169,15MFF-0064,APPROVED,Cold Truck: Pre-packaged sandwiches: Burgers: Hot Dogs: Muffin Sandwiches: Enchiladas: Bagels: Burritos: Salads: Snacks: Beverages,6012738.056,2112794.897,37.78204909,-122.3995769,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0064&ExportPDF=1&Filename=15MFF-0064_schedule.pdf,,3/13/15 13:40,Mar 13 2015  1:36PM,1,3/15/16 0:00,"(37.7820491081597, -122.399576873613)"
632981,"San Francisco Carts & Concessions, Inc. DBA Stanley's Steamers Hot Dogs",Push Cart,11222000,SACRAMENTO ST: FRONT ST to BATTERY ST (300 - 399),1 THE EMBARCADERO,230028,230,28,15MFF-0092,APPROVED,Hot dogs: condiments: soft pretzels: soft drinks: coffee: cold beverages: pastries: bakery goods: cookies: ice cream: candy: soups: churros: chestnuts: nuts: fresh fruit: fruit juices: desserts: potato chips and popcorn.,6012811.658,2117380.371,37.79464383,-122.3996443,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0092&ExportPDF=1&Filename=15MFF-0092_schedule.pdf,,3/18/15 11:51,Mar 17 2015  3:31PM,1,3/15/16 0:00,"(37.7946438483861, -122.399644298519)"
632774,Tacos Rodriguez,Truck,11542000,SANSOME ST: SUTTER ST to BUSH ST (1 - 99),1 SANSOME ST,289003,289,3,15MFF-0081,APPROVED,Tacos: burritos: quesadillas: soda & water,6012406.465,2115874.016,37.79048515,-122.4009404,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0081&ExportPDF=1&Filename=15MFF-0081_schedule.pdf,,4/24/15 14:54,Mar 16 2015  4:42PM,1,3/15/16 0:00,"(37.7904851598986, -122.40094044068)"
652256,"Santana ESG, Inc.",Truck,11542000,SANSOME ST: SUTTER ST to BUSH ST (1 - 99),1 SANSOME ST,289003,289,3,15MFF-0126,APPROVED,Tacos: Burritos: Tortas: Quesadillas: Mexican Drinks: Aguas Frescas,6012406.465,2115874.016,37.79048515,-122.4009404,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0126&ExportPDF=1&Filename=15MFF-0126_schedule.pdf,,5/6/15 12:49,May  6 2015 12:33PM,1,3/15/16 0:00,"(37.7904851598986, -122.40094044068)"
632080,Scotch Bonnet,Truck,11543000,SANSOME ST: BUSH ST to PINE ST (100 - 199),115 SANSOME ST,268002,268,2,15MFF-0073,APPROVED,Jerk chicken: curry chicken: curry goat: curry dhal: Burritos: Fish: Ox tails: rice: beans: veggies.,6012385.284,2116217.3,37.79142654,-122.4010379,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0073&ExportPDF=1&Filename=15MFF-0073_schedule.pdf,,6/19/15 16:12,Mar 16 2015 12:33PM,0,3/15/16 0:00,"(37.7914265551019, -122.401037856678)"
625745,Celtic Catering,Truck,11544000,SANSOME ST: PINE ST to CALIFORNIA ST (200 - 299),217 SANSOME ST,260004,260,4,15MFF-0018,APPROVED,Eritrean & Irish Fusion Burgers: Irish Stew: Eritrean Stew:  Shepard's Pie: Beverages,6012325.432,2116569.355,37.79238986,-122.4012697,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0018&ExportPDF=1&Filename=15MFF-0018_schedule.pdf,,2/26/15 14:37,Feb 26 2015  2:29PM,0,3/15/16 0:00,"(37.792389875752, -122.401269695226)"
630135,JapaCurry,Truck,11544000,SANSOME ST: PINE ST to CALIFORNIA ST (200 - 299),217 SANSOME ST,260004,260,4,15MFF-0056,APPROVED,Katsu Curry: KUROBUTA Sausage Curry: Vegetable Curry: Veggie Croquette Curry: Chicken NANBAN Bento: Nori Bento: water: soda: green tea,6012325.432,2116569.355,37.79238986,-122.4012697,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0056&ExportPDF=1&Filename=15MFF-0056_schedule.pdf,,3/12/15 11:48,Mar 12 2015 11:44AM,1,3/15/16 0:00,"(37.792389875752, -122.401269695226)"
633619,"Casey's Pizza, LLC",Truck,11544000,SANSOME ST: PINE ST to CALIFORNIA ST (200 - 299),231 SANSOME ST,260002,260,2,15MFF-0097,APPROVED,Artisan Pizzas (Margherita: Yukon Potato: Zoe's Pepperoni: Funghi: Brocolli Rabe: Bacon Kale:  Arugula) and Drinks.,6012313.995,2116649.543,37.7926094,-122.4013149,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0097&ExportPDF=1&Filename=15MFF-0097_schedule.pdf,,3/19/15 15:26,Mar 19 2015  3:19PM,0,3/15/16 0:00,"(37.7926094148876, -122.401314905442)"
635281,"The Sandwich Stand, LLC.",Push Cart,24685000,SANSOME ST: CALIFORNIA ST intersection,351 CALIFORNIA ST,0261010A,261,010A,15MFF-0107,APPROVED,Vietnamese sandwiches: spring rolls: bottle water: can soda: chicken and shrimp rice noodles: rice with chicken: chicken salad: noodle soup.,6012479.849,2116741.356,37.79287075,-122.4007475,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0107&ExportPDF=1&Filename=15MFF-0107_schedule.pdf,,4/27/15 15:56,Mar 25 2015 12:24PM,0,3/15/16 0:00,"(37.7928707635098, -122.400747494067)"
629918,D & T Catering,Truck,11708000,SCOTT ST: PACIFIC AVE to BROADWAY (2500 - 2599),2521 SCOTT ST,961002,961,2,15MFF-0051,APPROVED,Cold Truck: Pre-packaged sandwiches: Chicken Bake: Canned Soup: Chili Dog: Corn Dog: Cup of Noodles: Egg Muffins: Hamburgers: Cheeseburgers: Hot Dog: Hot sandwiches: quesadillas: Beverages: Flan: Fruits: Yogurt: Candy: Cookies: Chips: Donuts: Snacks,6001109.104,2117139.255,37.79332251,-122.4401193,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0051&ExportPDF=1&Filename=15MFF-0051_schedule.pdf,,3/23/15 13:00,Mar 11 2015  2:08PM,1,3/15/16 0:00,"(37.7933225227924, -122.440119274464)"
629911,D & T Catering,Truck,11710000,SCOTT ST: VALLEJO ST to GREEN ST (2700 - 2799),2750 SCOTT ST,560034,560,34,15MFF-0051,APPROVED,Cold Truck: Pre-packaged sandwiches: Chicken Bake: Canned Soup: Chili Dog: Corn Dog: Cup of Noodles: Egg Muffins: Hamburgers: Cheeseburgers: Hot Dog: Hot sandwiches: quesadillas: Beverages: Flan: Fruits: Yogurt: Candy: Cookies: Chips: Donuts: Snacks,6001185.207,2117863.669,37.79531589,-122.4399079,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0051&ExportPDF=1&Filename=15MFF-0051_schedule.pdf,,3/23/15 13:00,Mar 11 2015  2:08PM,1,3/15/16 0:00,"(37.7953159069725, -122.43990791759)"
632673,Quan Catering,Truck,11741000,SELBY ST: HUDSON AVE to INNES AVE (500 - 599),500 SELBY ST,5264049,5264,49,15MFF-0077,APPROVED,Cold Truck: Soft drinks: cup cakes: potato chips: cookies: gum: sandwiches (hot & cold): peanuts: muffins: coff (hot & cold): water: juice: yoplait: milk: orange juice: sunflower seeds: can foods: burritos: buscuits: chimichangas: rice krispies,6013218.357,2099109.295,37.74449821,-122.3969554,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0077&ExportPDF=1&Filename=15MFF-0077_schedule.pdf,,3/17/15 7:45,Mar 16 2015  2:39PM,1,3/15/16 0:00,"(37.7444982270263, -122.396955405832)"
631447,Liang Bai Ping,Truck,11782000,SHAFTER AVE: GRIFFITH ST to HAWES ST (1100 - 1199),1127 SHAFTER AVE,4793017,4793,17,15MFF-0061,APPROVED,Cold Truck: Pre-packaged sandwiches: snacks: fruit: various beverages,6017324.545,2092269.627,37.72594556,-122.3822812,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0061&ExportPDF=1&Filename=15MFF-0061_schedule.pdf,,3/12/15 15:40,Mar 12 2015  3:33PM,1,3/15/16 0:00,"(37.7259455718796, -122.382281153243)"
632873,Singh Brothers Ice Cream,Truck,11783000,SHAFTER AVE: HAWES ST to INGALLS ST (1200 - 1299),1207 SHAFTER AVE,4792001A,4792,001A,15MFF-0083,APPROVED,Ice Cream: Pre-Packaged Chips: Candies: Bottled Water & Canned SODA,6016941.58,2092555.108,37.72670827,-122.3836249,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0083&ExportPDF=1&Filename=15MFF-0083_schedule.pdf,,3/17/15 11:40,Mar 17 2015 11:13AM,1,3/15/16 0:00,"(37.7267082867946, -122.383624917191)"
641314,Anas Goodies Catering,Truck,11826000,SHIPLEY ST: 04TH ST to 05TH ST (100 - 199),133 SHIPLEY ST,3752107,3752,107,15MFF-0117,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6012249.052,2112322.269,37.7807241,-122.4012354,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0117&ExportPDF=1&Filename=15MFF-0117_schedule.pdf,,5/7/15 12:58,Apr  9 2015  4:06PM,1,3/15/16 0:00,"(37.7807241115497, -122.401235392649)"
641321,Anas Goodies Catering,Truck,11833000,SHOTWELL ST: 15TH ST to 16TH ST (100 - 199),131 SHOTWELL ST,5501 003,5501,3,15MFF-0117,APPROVED,Cold Truck: Sandwiches: Noodles:  Pre-packaged Snacks: Candy: Desserts Various Beverages,6007971.764,2100466.349,37.74793094,-122.4151932,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0117&ExportPDF=1&Filename=15MFF-0117_schedule.pdf,,5/7/15 12:58,Apr  9 2015  4:06PM,1,3/15/16 0:00,"(37.7479309499248, -122.4151931539)"
652257,"Santana ESG, Inc.",Truck,11834000,SHOTWELL ST: 16TH ST to 17TH ST (200 - 299),200 SHOTWELL ST,3571014,3571,14,15MFF-0127,APPROVED,Tacos: Burritos: Tortas: Quesadillas: Mexican Drinks: Aguas Frescas,6007701.412,2106595.633,37.76474535,-122.4165621,http://bsm.sfdpw.org/PermitsTracker/reports/report.aspx?title=schedule&report=rptSchedule&params=permit=15MFF-0127&ExportPDF=1&Filename=15MFF-0127_schedule.pdf,,5/6/15 12:49,May  6 2015 12:33PM,1,3/15/16 0:00,"(37.7647453645151, -122.41656213946)"
